,SUMMARY,CLIENT,FREQUENCY,PAY_DATE,INPUTS_DUE,SEND_REPORTS
248,evil inc - weekly - 2020-06-26,evil inc,weekly,2020-06-24,2020-06-22,2020-06-26
249,evil inc - weekly - 2020-06-26,evil inc,weekly,2020-06-24,2020-06-22,2020-06-26
250,evil inc - weekly - 2020-06-26,evil inc,weekly,2020-06-24,2020-06-22,2020-06-26
251,evil inc - weekly - 2020-06-26,evil inc,weekly,2020-06-24,2020-06-22,2020-06-26
252,evil inc - weekly - 2020-07-03,evil inc,weekly,2020-07-01,2020-06-29,2020-07-03
253,evil inc - weekly - 2020-07-03,evil inc,weekly,2020-07-01,2020-06-29,2020-07-03
254,evil inc - weekly - 2020-07-03,evil inc,weekly,2020-07-01,2020-06-29,2020-07-03
255,evil inc - weekly - 2020-07-03,evil inc,weekly,2020-07-01,2020-06-29,2020-07-03
256,evil inc - weekly - 2020-07-03,evil inc,weekly,2020-07-01,2020-06-29,2020-07-03
257,evil inc - weekly - 2020-07-03,evil inc,weekly,2020-07-01,2020-06-29,2020-07-03
258,evil inc - weekly - 2020-07-10,evil inc,weekly,2020-07-08,2020-07-06,2020-07-10
259,evil inc - weekly - 2020-07-10,evil inc,weekly,2020-07-08,2020-07-06,2020-07-10
260,evil inc - weekly - 2020-07-10,evil inc,weekly,2020-07-08,2020-07-06,2020-07-10
261,evil inc - weekly - 2020-07-10,evil inc,weekly,2020-07-08,2020-07-06,2020-07-10
262,evil inc - weekly - 2020-07-10,evil inc,weekly,2020-07-08,2020-07-06,2020-07-10
263,evil inc - weekly - 2020-07-10,evil inc,weekly,2020-07-08,2020-07-06,2020-07-10
264,evil inc - weekly - 2020-07-17,evil inc,weekly,2020-07-15,2020-07-13,2020-07-17
265,evil inc - weekly - 2020-07-17,evil inc,weekly,2020-07-15,2020-07-13,2020-07-17
266,evil inc - weekly - 2020-07-17,evil inc,weekly,2020-07-15,2020-07-13,2020-07-17
267,evil inc - weekly - 2020-07-17,evil inc,weekly,2020-07-15,2020-07-13,2020-07-17
268,evil inc - weekly - 2020-07-17,evil inc,weekly,2020-07-15,2020-07-13,2020-07-17
269,evil inc - weekly - 2020-07-17,evil inc,weekly,2020-07-15,2020-07-13,2020-07-17
270,evil inc - weekly - 2020-07-24,evil inc,weekly,2020-07-22,2020-07-20,2020-07-24
271,evil inc - weekly - 2020-07-24,evil inc,weekly,2020-07-22,2020-07-20,2020-07-24
272,evil inc - weekly - 2020-07-24,evil inc,weekly,2020-07-22,2020-07-20,2020-07-24
273,evil inc - weekly - 2020-07-24,evil inc,weekly,2020-07-22,2020-07-20,2020-07-24
274,evil inc - weekly - 2020-07-24,evil inc,weekly,2020-07-22,2020-07-20,2020-07-24
275,evil inc - weekly - 2020-07-24,evil inc,weekly,2020-07-22,2020-07-20,2020-07-24
276,evil inc - weekly - 2020-07-31,evil inc,weekly,2020-07-29,2020-07-27,2020-07-31
277,evil inc - weekly - 2020-07-31,evil inc,weekly,2020-07-29,2020-07-27,2020-07-31
278,evil inc - weekly - 2020-07-31,evil inc,weekly,2020-07-29,2020-07-27,2020-07-31
279,evil inc - weekly - 2020-07-31,evil inc,weekly,2020-07-29,2020-07-27,2020-07-31
280,evil inc - weekly - 2020-07-31,evil inc,weekly,2020-07-29,2020-07-27,2020-07-31
281,evil inc - weekly - 2020-07-31,evil inc,weekly,2020-07-29,2020-07-27,2020-07-31
282,evil inc - weekly - 2020-08-07,evil inc,weekly,2020-08-05,2020-08-03,2020-08-07
283,evil inc - weekly - 2020-08-07,evil inc,weekly,2020-08-05,2020-08-03,2020-08-07
284,evil inc - weekly - 2020-08-07,evil inc,weekly,2020-08-05,2020-08-03,2020-08-07
285,evil inc - weekly - 2020-08-07,evil inc,weekly,2020-08-05,2020-08-03,2020-08-07
286,evil inc - weekly - 2020-08-07,evil inc,weekly,2020-08-05,2020-08-03,2020-08-07
287,evil inc - weekly - 2020-08-07,evil inc,weekly,2020-08-05,2020-08-03,2020-08-07
288,evil inc - weekly - 2020-08-14,evil inc,weekly,2020-08-12,2020-08-10,2020-08-14
289,evil inc - weekly - 2020-08-14,evil inc,weekly,2020-08-12,2020-08-10,2020-08-14
290,evil inc - weekly - 2020-08-14,evil inc,weekly,2020-08-12,2020-08-10,2020-08-14
291,evil inc - weekly - 2020-08-14,evil inc,weekly,2020-08-12,2020-08-10,2020-08-14
292,evil inc - weekly - 2020-08-14,evil inc,weekly,2020-08-12,2020-08-10,2020-08-14
293,evil inc - weekly - 2020-08-14,evil inc,weekly,2020-08-12,2020-08-10,2020-08-14
294,evil inc - weekly - 2020-08-21,evil inc,weekly,2020-08-19,2020-08-17,2020-08-21
295,evil inc - weekly - 2020-08-21,evil inc,weekly,2020-08-19,2020-08-17,2020-08-21
296,evil inc - weekly - 2020-08-21,evil inc,weekly,2020-08-19,2020-08-17,2020-08-21
297,evil inc - weekly - 2020-08-21,evil inc,weekly,2020-08-19,2020-08-17,2020-08-21
298,evil inc - weekly - 2020-08-21,evil inc,weekly,2020-08-19,2020-08-17,2020-08-21
299,evil inc - weekly - 2020-08-21,evil inc,weekly,2020-08-19,2020-08-17,2020-08-21
300,evil inc - weekly - 2020-08-28,evil inc,weekly,2020-08-26,2020-08-24,2020-08-28
301,evil inc - weekly - 2020-08-28,evil inc,weekly,2020-08-26,2020-08-24,2020-08-28
302,evil inc - weekly - 2020-08-28,evil inc,weekly,2020-08-26,2020-08-24,2020-08-28
303,evil inc - weekly - 2020-08-28,evil inc,weekly,2020-08-26,2020-08-24,2020-08-28
304,evil inc - weekly - 2020-08-28,evil inc,weekly,2020-08-26,2020-08-24,2020-08-28
305,evil inc - weekly - 2020-08-28,evil inc,weekly,2020-08-26,2020-08-24,2020-08-28
306,evil inc - weekly - 2020-09-04,evil inc,weekly,2020-09-02,2020-08-31,2020-09-04
307,evil inc - weekly - 2020-09-04,evil inc,weekly,2020-09-02,2020-08-31,2020-09-04
308,evil inc - weekly - 2020-09-04,evil inc,weekly,2020-09-02,2020-08-31,2020-09-04
309,evil inc - weekly - 2020-09-04,evil inc,weekly,2020-09-02,2020-08-31,2020-09-04
310,evil inc - weekly - 2020-09-04,evil inc,weekly,2020-09-02,2020-08-31,2020-09-04
311,evil inc - weekly - 2020-09-04,evil inc,weekly,2020-09-02,2020-08-31,2020-09-04
312,evil inc - weekly - 2020-09-11,evil inc,weekly,2020-09-09,2020-09-07,2020-09-11
313,evil inc - weekly - 2020-09-11,evil inc,weekly,2020-09-09,2020-09-07,2020-09-11
314,evil inc - weekly - 2020-09-11,evil inc,weekly,2020-09-09,2020-09-07,2020-09-11
315,evil inc - weekly - 2020-09-11,evil inc,weekly,2020-09-09,2020-09-07,2020-09-11
316,evil inc - weekly - 2020-09-11,evil inc,weekly,2020-09-09,2020-09-07,2020-09-11
317,evil inc - weekly - 2020-09-11,evil inc,weekly,2020-09-09,2020-09-07,2020-09-11
318,evil inc - weekly - 2020-09-18,evil inc,weekly,2020-09-16,2020-09-14,2020-09-18
319,evil inc - weekly - 2020-09-18,evil inc,weekly,2020-09-16,2020-09-14,2020-09-18
320,evil inc - weekly - 2020-09-18,evil inc,weekly,2020-09-16,2020-09-14,2020-09-18
321,evil inc - weekly - 2020-09-18,evil inc,weekly,2020-09-16,2020-09-14,2020-09-18
322,evil inc - weekly - 2020-09-18,evil inc,weekly,2020-09-16,2020-09-14,2020-09-18
323,evil inc - weekly - 2020-09-18,evil inc,weekly,2020-09-16,2020-09-14,2020-09-18
324,evil inc - weekly - 2020-09-25,evil inc,weekly,2020-09-23,2020-09-21,2020-09-25
325,evil inc - weekly - 2020-09-25,evil inc,weekly,2020-09-23,2020-09-21,2020-09-25
326,evil inc - weekly - 2020-09-25,evil inc,weekly,2020-09-23,2020-09-21,2020-09-25
327,evil inc - weekly - 2020-09-25,evil inc,weekly,2020-09-23,2020-09-21,2020-09-25
328,evil inc - weekly - 2020-09-25,evil inc,weekly,2020-09-23,2020-09-21,2020-09-25
329,evil inc - weekly - 2020-09-25,evil inc,weekly,2020-09-23,2020-09-21,2020-09-25
330,evil inc - weekly - 2020-10-02,evil inc,weekly,2020-09-30,2020-09-28,2020-10-02
331,evil inc - weekly - 2020-10-02,evil inc,weekly,2020-09-30,2020-09-28,2020-10-02
332,evil inc - weekly - 2020-10-02,evil inc,weekly,2020-09-30,2020-09-28,2020-10-02
333,evil inc - weekly - 2020-10-02,evil inc,weekly,2020-09-30,2020-09-28,2020-10-02
334,evil inc - weekly - 2020-10-02,evil inc,weekly,2020-09-30,2020-09-28,2020-10-02
335,evil inc - weekly - 2020-10-02,evil inc,weekly,2020-09-30,2020-09-28,2020-10-02
336,umbrella llc - montlhly - 2019-10-18,umbrella llc,montlhly,2019-10-15,2019-10-11,2019-10-18
337,umbrella llc - montlhly - 2019-11-18,umbrella llc,montlhly,2019-11-15,2019-11-12,2019-11-18
338,umbrella llc - montlhly - 2019-12-18,umbrella llc,montlhly,2019-12-13,2019-12-12,2019-12-18
339,umbrella llc - montlhly - 2020-01-17,umbrella llc,montlhly,2020-01-15,2020-01-10,2020-01-17
340,umbrella llc - montlhly - 2020-02-18,umbrella llc,montlhly,2020-02-14,2020-02-12,2020-02-18
341,umbrella llc - montlhly - 2020-03-18,umbrella llc,montlhly,2020-03-13,2020-03-12,2020-03-18
342,umbrella llc - montlhly - 2020-04-17,umbrella llc,montlhly,2020-04-15,2020-04-10,2020-04-17
343,umbrella llc - montlhly - 2020-05-18,umbrella llc,montlhly,2020-05-15,2020-05-12,2020-05-18
344,umbrella llc - montlhly - 2020-06-18,umbrella llc,montlhly,2020-06-15,2020-06-12,2020-06-18
345,umbrella llc - montlhly - 2020-07-17,umbrella llc,montlhly,2020-07-15,2020-07-10,2020-07-17
346,umbrella llc - montlhly - 2020-08-18,umbrella llc,montlhly,2020-08-14,2020-08-12,2020-08-18
347,umbrella llc - montlhly - 2020-09-18,umbrella llc,montlhly,2020-09-15,2020-09-11,2020-09-18
348,tyrell corp - monthly - 2019-10-30,tyrell corp,monthly,2019-10-28,2019-10-25,2019-10-30
349,tyrell corp - monthly - 2019-11-29,tyrell corp,monthly,2019-11-28,2019-11-25,2019-11-29
350,tyrell corp - monthly - 2019-12-30,tyrell corp,monthly,2019-12-27,2019-12-25,2019-12-30
351,tyrell corp - monthly - 2020-01-30,tyrell corp,monthly,2020-01-28,2020-01-24,2020-01-30
352,tyrell corp - monthly - 1941-12-05,tyrell corp,monthly,2020-02-28,2020-02-25,1941-12-05
353,tyrell corp - monthly - 1942-01-30,tyrell corp,monthly,2020-03-27,2020-03-25,1942-01-30
354,tyrell corp - monthly - 1941-12-05,tyrell corp,monthly,2020-04-28,2020-04-24,1941-12-05
355,tyrell corp - monthly - 1942-01-30,tyrell corp,monthly,2020-05-28,2020-05-25,1942-01-30
356,tyrell corp - monthly - 1941-12-05,tyrell corp,monthly,2020-06-26,2020-06-25,1941-12-05
357,tyrell corp - monthly - 1942-01-30,tyrell corp,monthly,2020-07-28,2020-07-24,1942-01-30
358,tyrell corp - monthly - 1941-12-05,tyrell corp,monthly,2020-08-28,2020-08-25,1941-12-05
359,tyrell corp - monthly - 1942-01-30,tyrell corp,monthly,2020-09-28,2020-09-25,1942-01-30
360,weyland yutani - weekly - 2019-10-11,weyland yutani,weekly,2019-10-11,2019-10-09,2019-10-11
361,weyland yutani - weekly - 2019-10-11,weyland yutani,weekly,2019-10-11,2019-10-09,2019-10-11
362,weyland yutani - weekly - 2019-10-11,weyland yutani,weekly,2019-10-11,2019-10-09,2019-10-11
363,weyland yutani - weekly - 2019-10-11,weyland yutani,weekly,2019-10-11,2019-10-09,2019-10-11
364,weyland yutani - weekly - 2019-10-11,weyland yutani,weekly,2019-10-11,2019-10-09,2019-10-11
365,weyland yutani - weekly - 2019-10-11,weyland yutani,weekly,2019-10-11,2019-10-09,2019-10-11
366,weyland yutani - weekly - 2019-10-18,weyland yutani,weekly,2019-10-18,2019-10-16,2019-10-18
367,weyland yutani - weekly - 2019-10-18,weyland yutani,weekly,2019-10-18,2019-10-16,2019-10-18
368,weyland yutani - weekly - 2019-10-18,weyland yutani,weekly,2019-10-18,2019-10-16,2019-10-18
369,weyland yutani - weekly - 2019-10-18,weyland yutani,weekly,2019-10-18,2019-10-16,2019-10-18
370,weyland yutani - weekly - 2019-10-18,weyland yutani,weekly,2019-10-18,2019-10-16,2019-10-18
371,weyland yutani - weekly - 2019-10-18,weyland yutani,weekly,2019-10-18,2019-10-16,2019-10-18
372,weyland yutani - weekly - 2019-10-25,weyland yutani,weekly,2019-10-25,2019-10-23,2019-10-25
373,weyland yutani - weekly - 2019-10-25,weyland yutani,weekly,2019-10-25,2019-10-23,2019-10-25
374,weyland yutani - weekly - 2019-10-25,weyland yutani,weekly,2019-10-25,2019-10-23,2019-10-25
375,weyland yutani - weekly - 2019-10-25,weyland yutani,weekly,2019-10-25,2019-10-23,2019-10-25
376,weyland yutani - weekly - 2019-10-25,weyland yutani,weekly,2019-10-25,2019-10-23,2019-10-25
377,weyland yutani - weekly - 2019-10-25,weyland yutani,weekly,2019-10-25,2019-10-23,2019-10-25
378,weyland yutani - weekly - 2019-11-01,weyland yutani,weekly,2019-11-01,2019-10-30,2019-11-01
379,weyland yutani - weekly - 2019-11-01,weyland yutani,weekly,2019-11-01,2019-10-30,2019-11-01
380,weyland yutani - weekly - 2019-11-01,weyland yutani,weekly,2019-11-01,2019-10-30,2019-11-01
381,weyland yutani - weekly - 2019-11-01,weyland yutani,weekly,2019-11-01,2019-10-30,2019-11-01
382,weyland yutani - weekly - 2019-11-01,weyland yutani,weekly,2019-11-01,2019-10-30,2019-11-01
383,weyland yutani - weekly - 2019-11-01,weyland yutani,weekly,2019-11-01,2019-10-30,2019-11-01
384,weyland yutani - weekly - 2019-11-08,weyland yutani,weekly,2019-11-08,2019-11-06,2019-11-08
385,weyland yutani - weekly - 2019-11-08,weyland yutani,weekly,2019-11-08,2019-11-06,2019-11-08
386,weyland yutani - weekly - 2019-11-08,weyland yutani,weekly,2019-11-08,2019-11-06,2019-11-08
387,weyland yutani - weekly - 2019-11-08,weyland yutani,weekly,2019-11-08,2019-11-06,2019-11-08
388,weyland yutani - weekly - 2019-11-08,weyland yutani,weekly,2019-11-08,2019-11-06,2019-11-08
389,weyland yutani - weekly - 2019-11-08,weyland yutani,weekly,2019-11-08,2019-11-06,2019-11-08
390,weyland yutani - weekly - 2019-11-15,weyland yutani,weekly,2019-11-15,2019-11-13,2019-11-15
391,weyland yutani - weekly - 2019-11-15,weyland yutani,weekly,2019-11-15,2019-11-13,2019-11-15
392,weyland yutani - weekly - 2019-11-15,weyland yutani,weekly,2019-11-15,2019-11-13,2019-11-15
393,weyland yutani - weekly - 2019-11-15,weyland yutani,weekly,2019-11-15,2019-11-13,2019-11-15
394,weyland yutani - weekly - 2019-11-15,weyland yutani,weekly,2019-11-15,2019-11-13,2019-11-15
395,weyland yutani - weekly - 2019-11-15,weyland yutani,weekly,2019-11-15,2019-11-13,2019-11-15
396,weyland yutani - weekly - 2019-11-22,weyland yutani,weekly,2019-11-22,2019-11-20,2019-11-22
397,weyland yutani - weekly - 2019-11-22,weyland yutani,weekly,2019-11-22,2019-11-20,2019-11-22
398,weyland yutani - weekly - 2019-11-22,weyland yutani,weekly,2019-11-22,2019-11-20,2019-11-22
399,weyland yutani - weekly - 2019-11-22,weyland yutani,weekly,2019-11-22,2019-11-20,2019-11-22
400,weyland yutani - weekly - 2019-11-22,weyland yutani,weekly,2019-11-22,2019-11-20,2019-11-22
401,weyland yutani - weekly - 2019-11-22,weyland yutani,weekly,2019-11-22,2019-11-20,2019-11-22
402,weyland yutani - weekly - 2019-11-29,weyland yutani,weekly,2019-11-29,2019-11-27,2019-11-29
403,weyland yutani - weekly - 2019-11-29,weyland yutani,weekly,2019-11-29,2019-11-27,2019-11-29
404,weyland yutani - weekly - 2019-11-29,weyland yutani,weekly,2019-11-29,2019-11-27,2019-11-29
405,weyland yutani - weekly - 2019-11-29,weyland yutani,weekly,2019-11-29,2019-11-27,2019-11-29
406,weyland yutani - weekly - 2019-11-29,weyland yutani,weekly,2019-11-29,2019-11-27,2019-11-29
407,weyland yutani - weekly - 2019-11-29,weyland yutani,weekly,2019-11-29,2019-11-27,2019-11-29
408,weyland yutani - weekly - 2019-12-06,weyland yutani,weekly,2019-12-06,2019-12-04,2019-12-06
409,weyland yutani - weekly - 2019-12-06,weyland yutani,weekly,2019-12-06,2019-12-04,2019-12-06
410,weyland yutani - weekly - 2019-12-06,weyland yutani,weekly,2019-12-06,2019-12-04,2019-12-06
411,weyland yutani - weekly - 2019-12-06,weyland yutani,weekly,2019-12-06,2019-12-04,2019-12-06
412,weyland yutani - weekly - 2019-12-06,weyland yutani,weekly,2019-12-06,2019-12-04,2019-12-06
413,weyland yutani - weekly - 2019-12-06,weyland yutani,weekly,2019-12-06,2019-12-04,2019-12-06
414,weyland yutani - weekly - 2019-12-13,weyland yutani,weekly,2019-12-13,2019-12-11,2019-12-13
415,weyland yutani - weekly - 2019-12-13,weyland yutani,weekly,2019-12-13,2019-12-11,2019-12-13
416,weyland yutani - weekly - 2019-12-13,weyland yutani,weekly,2019-12-13,2019-12-11,2019-12-13
417,weyland yutani - weekly - 2019-12-13,weyland yutani,weekly,2019-12-13,2019-12-11,2019-12-13
418,weyland yutani - weekly - 2019-12-13,weyland yutani,weekly,2019-12-13,2019-12-11,2019-12-13
419,weyland yutani - weekly - 2019-12-13,weyland yutani,weekly,2019-12-13,2019-12-11,2019-12-13
420,weyland yutani - weekly - 2019-12-20,weyland yutani,weekly,2019-12-20,2019-12-18,2019-12-20
421,weyland yutani - weekly - 2019-12-20,weyland yutani,weekly,2019-12-20,2019-12-18,2019-12-20
422,weyland yutani - weekly - 2019-12-20,weyland yutani,weekly,2019-12-20,2019-12-18,2019-12-20
423,weyland yutani - weekly - 2019-12-20,weyland yutani,weekly,2019-12-20,2019-12-18,2019-12-20
424,weyland yutani - weekly - 2019-12-20,weyland yutani,weekly,2019-12-20,2019-12-18,2019-12-20
425,weyland yutani - weekly - 2019-12-20,weyland yutani,weekly,2019-12-20,2019-12-18,2019-12-20
426,weyland yutani - weekly - 2019-12-27,weyland yutani,weekly,2019-12-27,2019-12-25,2019-12-27
427,weyland yutani - weekly - 2019-12-27,weyland yutani,weekly,2019-12-27,2019-12-25,2019-12-27
428,weyland yutani - weekly - 2019-12-27,weyland yutani,weekly,2019-12-27,2019-12-25,2019-12-27
429,weyland yutani - weekly - 2019-12-27,weyland yutani,weekly,2019-12-27,2019-12-25,2019-12-27
430,weyland yutani - weekly - 2019-12-27,weyland yutani,weekly,2019-12-27,2019-12-25,2019-12-27
431,weyland yutani - weekly - 2019-12-27,weyland yutani,weekly,2019-12-27,2019-12-25,2019-12-27
432,weyland yutani - weekly - 2020-01-03,weyland yutani,weekly,2020-01-03,2020-01-01,2020-01-03
433,weyland yutani - weekly - 2020-01-03,weyland yutani,weekly,2020-01-03,2020-01-01,2020-01-03
434,weyland yutani - weekly - 2020-01-03,weyland yutani,weekly,2020-01-03,2020-01-01,2020-01-03
435,weyland yutani - weekly - 2020-01-03,weyland yutani,weekly,2020-01-03,2020-01-01,2020-01-03
436,weyland yutani - weekly - 2020-01-03,weyland yutani,weekly,2020-01-03,2020-01-01,2020-01-03
437,weyland yutani - weekly - 2020-01-03,weyland yutani,weekly,2020-01-03,2020-01-01,2020-01-03
438,weyland yutani - weekly - 2020-01-10,weyland yutani,weekly,2020-01-10,2020-01-08,2020-01-10
439,weyland yutani - weekly - 2020-01-10,weyland yutani,weekly,2020-01-10,2020-01-08,2020-01-10
440,weyland yutani - weekly - 2020-01-10,weyland yutani,weekly,2020-01-10,2020-01-08,2020-01-10
441,weyland yutani - weekly - 2020-01-10,weyland yutani,weekly,2020-01-10,2020-01-08,2020-01-10
442,weyland yutani - weekly - 2020-01-10,weyland yutani,weekly,2020-01-10,2020-01-08,2020-01-10
443,weyland yutani - weekly - 2020-01-10,weyland yutani,weekly,2020-01-10,2020-01-08,2020-01-10
444,weyland yutani - weekly - 2020-01-17,weyland yutani,weekly,2020-01-17,2020-01-15,2020-01-17
445,weyland yutani - weekly - 2020-01-17,weyland yutani,weekly,2020-01-17,2020-01-15,2020-01-17
446,weyland yutani - weekly - 2020-01-17,weyland yutani,weekly,2020-01-17,2020-01-15,2020-01-17
447,weyland yutani - weekly - 2020-01-17,weyland yutani,weekly,2020-01-17,2020-01-15,2020-01-17
448,weyland yutani - weekly - 2020-01-17,weyland yutani,weekly,2020-01-17,2020-01-15,2020-01-17
449,weyland yutani - weekly - 2020-01-17,weyland yutani,weekly,2020-01-17,2020-01-15,2020-01-17
450,weyland yutani - weekly - 2020-01-24,weyland yutani,weekly,2020-01-24,2020-01-22,2020-01-24
451,weyland yutani - weekly - 2020-01-24,weyland yutani,weekly,2020-01-24,2020-01-22,2020-01-24
452,weyland yutani - weekly - 2020-01-24,weyland yutani,weekly,2020-01-24,2020-01-22,2020-01-24
453,weyland yutani - weekly - 2020-01-24,weyland yutani,weekly,2020-01-24,2020-01-22,2020-01-24
454,weyland yutani - weekly - 2020-01-24,weyland yutani,weekly,2020-01-24,2020-01-22,2020-01-24
455,weyland yutani - weekly - 2020-01-24,weyland yutani,weekly,2020-01-24,2020-01-22,2020-01-24
456,weyland yutani - weekly - 2020-01-31,weyland yutani,weekly,2020-01-31,2020-01-29,2020-01-31
457,weyland yutani - weekly - 2020-01-31,weyland yutani,weekly,2020-01-31,2020-01-29,2020-01-31
458,weyland yutani - weekly - 2020-01-31,weyland yutani,weekly,2020-01-31,2020-01-29,2020-01-31
459,weyland yutani - weekly - 2020-01-31,weyland yutani,weekly,2020-01-31,2020-01-29,2020-01-31
460,weyland yutani - weekly - 2020-01-31,weyland yutani,weekly,2020-01-31,2020-01-29,2020-01-31
461,weyland yutani - weekly - 2020-01-31,weyland yutani,weekly,2020-01-31,2020-01-29,2020-01-31
462,weyland yutani - weekly - 2020-02-07,weyland yutani,weekly,2020-02-07,2020-02-05,2020-02-07
463,weyland yutani - weekly - 2020-02-07,weyland yutani,weekly,2020-02-07,2020-02-05,2020-02-07
464,weyland yutani - weekly - 2020-02-07,weyland yutani,weekly,2020-02-07,2020-02-05,2020-02-07
465,weyland yutani - weekly - 2020-02-07,weyland yutani,weekly,2020-02-07,2020-02-05,2020-02-07
466,weyland yutani - weekly - 2020-02-07,weyland yutani,weekly,2020-02-07,2020-02-05,2020-02-07
467,weyland yutani - weekly - 2020-02-07,weyland yutani,weekly,2020-02-07,2020-02-05,2020-02-07
468,weyland yutani - weekly - 2020-02-14,weyland yutani,weekly,2020-02-14,2020-02-12,2020-02-14
469,weyland yutani - weekly - 2020-02-14,weyland yutani,weekly,2020-02-14,2020-02-12,2020-02-14
470,weyland yutani - weekly - 2020-02-14,weyland yutani,weekly,2020-02-14,2020-02-12,2020-02-14
471,weyland yutani - weekly - 2020-02-14,weyland yutani,weekly,2020-02-14,2020-02-12,2020-02-14
472,weyland yutani - weekly - 2020-02-14,weyland yutani,weekly,2020-02-14,2020-02-12,2020-02-14
473,weyland yutani - weekly - 2020-02-14,weyland yutani,weekly,2020-02-14,2020-02-12,2020-02-14
474,weyland yutani - weekly - 2020-02-21,weyland yutani,weekly,2020-02-21,2020-02-19,2020-02-21
475,weyland yutani - weekly - 2020-02-21,weyland yutani,weekly,2020-02-21,2020-02-19,2020-02-21
476,weyland yutani - weekly - 2020-02-21,weyland yutani,weekly,2020-02-21,2020-02-19,2020-02-21
