,SUMMARY,CLIENT,FREQUENCY,PAY_DATE,INPUTS_DUE,SEND_REPORTS
477,weyland yutani - weekly - 2020-02-21,weyland yutani,weekly,2020-02-21,2020-02-19,2020-02-21
478,weyland yutani - weekly - 2020-02-21,weyland yutani,weekly,2020-02-21,2020-02-19,2020-02-21
479,weyland yutani - weekly - 2020-02-21,weyland yutani,weekly,2020-02-21,2020-02-19,2020-02-21
480,weyland yutani - weekly - 2020-02-28,weyland yutani,weekly,2020-02-28,2020-02-26,2020-02-28
481,weyland yutani - weekly - 2020-02-28,weyland yutani,weekly,2020-02-28,2020-02-26,2020-02-28
482,weyland yutani - weekly - 2020-02-28,weyland yutani,weekly,2020-02-28,2020-02-26,2020-02-28
483,weyland yutani - weekly - 2020-02-28,weyland yutani,weekly,2020-02-28,2020-02-26,2020-02-28
484,weyland yutani - weekly - 2020-02-28,weyland yutani,weekly,2020-02-28,2020-02-26,2020-02-28
485,weyland yutani - weekly - 2020-02-28,weyland yutani,weekly,2020-02-28,2020-02-26,2020-02-28
486,weyland yutani - weekly - 2020-03-06,weyland yutani,weekly,2020-03-06,2020-03-04,2020-03-06
487,weyland yutani - weekly - 2020-03-06,weyland yutani,weekly,2020-03-06,2020-03-04,2020-03-06
488,weyland yutani - weekly - 2020-03-06,weyland yutani,weekly,2020-03-06,2020-03-04,2020-03-06
489,weyland yutani - weekly - 2020-03-06,weyland yutani,weekly,2020-03-06,2020-03-04,2020-03-06
490,weyland yutani - weekly - 2020-03-06,weyland yutani,weekly,2020-03-06,2020-03-04,2020-03-06
491,weyland yutani - weekly - 2020-03-06,weyland yutani,weekly,2020-03-06,2020-03-04,2020-03-06
492,weyland yutani - weekly - 2020-03-13,weyland yutani,weekly,2020-03-13,2020-03-11,2020-03-13
493,weyland yutani - weekly - 2020-03-13,weyland yutani,weekly,2020-03-13,2020-03-11,2020-03-13
494,weyland yutani - weekly - 2020-03-13,weyland yutani,weekly,2020-03-13,2020-03-11,2020-03-13
495,weyland yutani - weekly - 2020-03-13,weyland yutani,weekly,2020-03-13,2020-03-11,2020-03-13
496,weyland yutani - weekly - 2020-03-13,weyland yutani,weekly,2020-03-13,2020-03-11,2020-03-13
497,weyland yutani - weekly - 2020-03-13,weyland yutani,weekly,2020-03-13,2020-03-11,2020-03-13
498,weyland yutani - weekly - 2020-03-20,weyland yutani,weekly,2020-03-20,2020-03-18,2020-03-20
499,weyland yutani - weekly - 2020-03-20,weyland yutani,weekly,2020-03-20,2020-03-18,2020-03-20
500,weyland yutani - weekly - 2020-03-20,weyland yutani,weekly,2020-03-20,2020-03-18,2020-03-20
501,weyland yutani - weekly - 2020-03-20,weyland yutani,weekly,2020-03-20,2020-03-18,2020-03-20
502,weyland yutani - weekly - 2020-03-20,weyland yutani,weekly,2020-03-20,2020-03-18,2020-03-20
503,weyland yutani - weekly - 2020-03-20,weyland yutani,weekly,2020-03-20,2020-03-18,2020-03-20
504,weyland yutani - weekly - 2020-03-27,weyland yutani,weekly,2020-03-27,2020-03-25,2020-03-27
505,weyland yutani - weekly - 2020-03-27,weyland yutani,weekly,2020-03-27,2020-03-25,2020-03-27
506,weyland yutani - weekly - 2020-03-27,weyland yutani,weekly,2020-03-27,2020-03-25,2020-03-27
507,weyland yutani - weekly - 2020-03-27,weyland yutani,weekly,2020-03-27,2020-03-25,2020-03-27
508,weyland yutani - weekly - 2020-03-27,weyland yutani,weekly,2020-03-27,2020-03-25,2020-03-27
509,weyland yutani - weekly - 2020-03-27,weyland yutani,weekly,2020-03-27,2020-03-25,2020-03-27
510,weyland yutani - weekly - 2020-04-03,weyland yutani,weekly,2020-04-03,2020-04-01,2020-04-03
511,weyland yutani - weekly - 2020-04-03,weyland yutani,weekly,2020-04-03,2020-04-01,2020-04-03
512,weyland yutani - weekly - 2020-04-03,weyland yutani,weekly,2020-04-03,2020-04-01,2020-04-03
513,weyland yutani - weekly - 2020-04-03,weyland yutani,weekly,2020-04-03,2020-04-01,2020-04-03
514,weyland yutani - weekly - 2020-04-03,weyland yutani,weekly,2020-04-03,2020-04-01,2020-04-03
515,weyland yutani - weekly - 2020-04-03,weyland yutani,weekly,2020-04-03,2020-04-01,2020-04-03
516,weyland yutani - weekly - 2020-04-10,weyland yutani,weekly,2020-04-10,2020-04-08,2020-04-10
517,weyland yutani - weekly - 2020-04-10,weyland yutani,weekly,2020-04-10,2020-04-08,2020-04-10
518,weyland yutani - weekly - 2020-04-10,weyland yutani,weekly,2020-04-10,2020-04-08,2020-04-10
519,weyland yutani - weekly - 2020-04-10,weyland yutani,weekly,2020-04-10,2020-04-08,2020-04-10
520,weyland yutani - weekly - 2020-04-10,weyland yutani,weekly,2020-04-10,2020-04-08,2020-04-10
521,weyland yutani - weekly - 2020-04-10,weyland yutani,weekly,2020-04-10,2020-04-08,2020-04-10
522,weyland yutani - weekly - 2020-04-17,weyland yutani,weekly,2020-04-17,2020-04-15,2020-04-17
523,weyland yutani - weekly - 2020-04-17,weyland yutani,weekly,2020-04-17,2020-04-15,2020-04-17
524,weyland yutani - weekly - 2020-04-17,weyland yutani,weekly,2020-04-17,2020-04-15,2020-04-17
525,weyland yutani - weekly - 2020-04-17,weyland yutani,weekly,2020-04-17,2020-04-15,2020-04-17
526,weyland yutani - weekly - 2020-04-17,weyland yutani,weekly,2020-04-17,2020-04-15,2020-04-17
527,weyland yutani - weekly - 2020-04-17,weyland yutani,weekly,2020-04-17,2020-04-15,2020-04-17
528,weyland yutani - weekly - 2020-04-24,weyland yutani,weekly,2020-04-24,2020-04-22,2020-04-24
529,weyland yutani - weekly - 2020-04-24,weyland yutani,weekly,2020-04-24,2020-04-22,2020-04-24
530,weyland yutani - weekly - 2020-04-24,weyland yutani,weekly,2020-04-24,2020-04-22,2020-04-24
531,weyland yutani - weekly - 2020-04-24,weyland yutani,weekly,2020-04-24,2020-04-22,2020-04-24
532,weyland yutani - weekly - 2020-04-24,weyland yutani,weekly,2020-04-24,2020-04-22,2020-04-24
533,weyland yutani - weekly - 2020-04-24,weyland yutani,weekly,2020-04-24,2020-04-22,2020-04-24
534,weyland yutani - weekly - 2020-05-01,weyland yutani,weekly,2020-05-01,2020-04-29,2020-05-01
535,weyland yutani - weekly - 2020-05-01,weyland yutani,weekly,2020-05-01,2020-04-29,2020-05-01
536,weyland yutani - weekly - 2020-05-01,weyland yutani,weekly,2020-05-01,2020-04-29,2020-05-01
537,weyland yutani - weekly - 2020-05-01,weyland yutani,weekly,2020-05-01,2020-04-29,2020-05-01
538,weyland yutani - weekly - 2020-05-01,weyland yutani,weekly,2020-05-01,2020-04-29,2020-05-01
539,weyland yutani - weekly - 2020-05-01,weyland yutani,weekly,2020-05-01,2020-04-29,2020-05-01
540,weyland yutani - weekly - 2020-05-08,weyland yutani,weekly,2020-05-08,2020-05-06,2020-05-08
541,weyland yutani - weekly - 2020-05-08,weyland yutani,weekly,2020-05-08,2020-05-06,2020-05-08
542,weyland yutani - weekly - 2020-05-08,weyland yutani,weekly,2020-05-08,2020-05-06,2020-05-08
543,weyland yutani - weekly - 2020-05-08,weyland yutani,weekly,2020-05-08,2020-05-06,2020-05-08
544,weyland yutani - weekly - 2020-05-08,weyland yutani,weekly,2020-05-08,2020-05-06,2020-05-08
545,weyland yutani - weekly - 2020-05-08,weyland yutani,weekly,2020-05-08,2020-05-06,2020-05-08
546,weyland yutani - weekly - 2020-05-15,weyland yutani,weekly,2020-05-15,2020-05-13,2020-05-15
547,weyland yutani - weekly - 2020-05-15,weyland yutani,weekly,2020-05-15,2020-05-13,2020-05-15
548,weyland yutani - weekly - 2020-05-15,weyland yutani,weekly,2020-05-15,2020-05-13,2020-05-15
549,weyland yutani - weekly - 2020-05-15,weyland yutani,weekly,2020-05-15,2020-05-13,2020-05-15
550,weyland yutani - weekly - 2020-05-15,weyland yutani,weekly,2020-05-15,2020-05-13,2020-05-15
551,weyland yutani - weekly - 2020-05-15,weyland yutani,weekly,2020-05-15,2020-05-13,2020-05-15
552,weyland yutani - weekly - 2020-05-22,weyland yutani,weekly,2020-05-22,2020-05-20,2020-05-22
553,weyland yutani - weekly - 2020-05-22,weyland yutani,weekly,2020-05-22,2020-05-20,2020-05-22
554,weyland yutani - weekly - 2020-05-22,weyland yutani,weekly,2020-05-22,2020-05-20,2020-05-22
555,weyland yutani - weekly - 2020-05-22,weyland yutani,weekly,2020-05-22,2020-05-20,2020-05-22
556,weyland yutani - weekly - 2020-05-22,weyland yutani,weekly,2020-05-22,2020-05-20,2020-05-22
557,weyland yutani - weekly - 2020-05-22,weyland yutani,weekly,2020-05-22,2020-05-20,2020-05-22
558,weyland yutani - weekly - 2020-05-29,weyland yutani,weekly,2020-05-29,2020-05-27,2020-05-29
559,weyland yutani - weekly - 2020-05-29,weyland yutani,weekly,2020-05-29,2020-05-27,2020-05-29
560,weyland yutani - weekly - 2020-05-29,weyland yutani,weekly,2020-05-29,2020-05-27,2020-05-29
561,weyland yutani - weekly - 2020-05-29,weyland yutani,weekly,2020-05-29,2020-05-27,2020-05-29
562,weyland yutani - weekly - 2020-05-29,weyland yutani,weekly,2020-05-29,2020-05-27,2020-05-29
563,weyland yutani - weekly - 2020-05-29,weyland yutani,weekly,2020-05-29,2020-05-27,2020-05-29
564,weyland yutani - weekly - 2020-06-05,weyland yutani,weekly,2020-06-05,2020-06-03,2020-06-05
565,weyland yutani - weekly - 2020-06-05,weyland yutani,weekly,2020-06-05,2020-06-03,2020-06-05
566,weyland yutani - weekly - 2020-06-05,weyland yutani,weekly,2020-06-05,2020-06-03,2020-06-05
567,weyland yutani - weekly - 2020-06-05,weyland yutani,weekly,2020-06-05,2020-06-03,2020-06-05
568,weyland yutani - weekly - 2020-06-05,weyland yutani,weekly,2020-06-05,2020-06-03,2020-06-05
569,weyland yutani - weekly - 2020-06-05,weyland yutani,weekly,2020-06-05,2020-06-03,2020-06-05
570,weyland yutani - weekly - 2020-06-12,weyland yutani,weekly,2020-06-12,2020-06-10,2020-06-12
571,weyland yutani - weekly - 2020-06-12,weyland yutani,weekly,2020-06-12,2020-06-10,2020-06-12
572,weyland yutani - weekly - 2020-06-12,weyland yutani,weekly,2020-06-12,2020-06-10,2020-06-12
573,weyland yutani - weekly - 2020-06-12,weyland yutani,weekly,2020-06-12,2020-06-10,2020-06-12
574,weyland yutani - weekly - 2020-06-12,weyland yutani,weekly,2020-06-12,2020-06-10,2020-06-12
575,weyland yutani - weekly - 2020-06-12,weyland yutani,weekly,2020-06-12,2020-06-10,2020-06-12
576,weyland yutani - weekly - 2020-06-19,weyland yutani,weekly,2020-06-19,2020-06-17,2020-06-19
577,weyland yutani - weekly - 2020-06-19,weyland yutani,weekly,2020-06-19,2020-06-17,2020-06-19
578,weyland yutani - weekly - 2020-06-19,weyland yutani,weekly,2020-06-19,2020-06-17,2020-06-19
579,weyland yutani - weekly - 2020-06-19,weyland yutani,weekly,2020-06-19,2020-06-17,2020-06-19
580,weyland yutani - weekly - 2020-06-19,weyland yutani,weekly,2020-06-19,2020-06-17,2020-06-19
581,weyland yutani - weekly - 2020-06-19,weyland yutani,weekly,2020-06-19,2020-06-17,2020-06-19
582,weyland yutani - weekly - 2020-06-26,weyland yutani,weekly,2020-06-26,2020-06-24,2020-06-26
583,weyland yutani - weekly - 2020-06-26,weyland yutani,weekly,2020-06-26,2020-06-24,2020-06-26
584,weyland yutani - weekly - 2020-06-26,weyland yutani,weekly,2020-06-26,2020-06-24,2020-06-26
585,weyland yutani - weekly - 2020-06-26,weyland yutani,weekly,2020-06-26,2020-06-24,2020-06-26
586,weyland yutani - weekly - 2020-06-26,weyland yutani,weekly,2020-06-26,2020-06-24,2020-06-26
587,weyland yutani - weekly - 2020-06-26,weyland yutani,weekly,2020-06-26,2020-06-24,2020-06-26
588,weyland yutani - weekly - 2020-07-03,weyland yutani,weekly,2020-07-03,2020-07-01,2020-07-03
589,weyland yutani - weekly - 2020-07-03,weyland yutani,weekly,2020-07-03,2020-07-01,2020-07-03
590,weyland yutani - weekly - 2020-07-03,weyland yutani,weekly,2020-07-03,2020-07-01,2020-07-03
591,weyland yutani - weekly - 2020-07-03,weyland yutani,weekly,2020-07-03,2020-07-01,2020-07-03
592,weyland yutani - weekly - 2020-07-03,weyland yutani,weekly,2020-07-03,2020-07-01,2020-07-03
593,weyland yutani - weekly - 2020-07-03,weyland yutani,weekly,2020-07-03,2020-07-01,2020-07-03
594,weyland yutani - weekly - 2020-07-10,weyland yutani,weekly,2020-07-10,2020-07-08,2020-07-10
595,weyland yutani - weekly - 2020-07-10,weyland yutani,weekly,2020-07-10,2020-07-08,2020-07-10
596,weyland yutani - weekly - 2020-07-10,weyland yutani,weekly,2020-07-10,2020-07-08,2020-07-10
597,weyland yutani - weekly - 2020-07-10,weyland yutani,weekly,2020-07-10,2020-07-08,2020-07-10
598,weyland yutani - weekly - 2020-07-10,weyland yutani,weekly,2020-07-10,2020-07-08,2020-07-10
599,weyland yutani - weekly - 2020-07-10,weyland yutani,weekly,2020-07-10,2020-07-08,2020-07-10
600,weyland yutani - weekly - 2020-07-17,weyland yutani,weekly,2020-07-17,2020-07-15,2020-07-17
601,weyland yutani - weekly - 2020-07-17,weyland yutani,weekly,2020-07-17,2020-07-15,2020-07-17
602,weyland yutani - weekly - 2020-07-17,weyland yutani,weekly,2020-07-17,2020-07-15,2020-07-17
603,weyland yutani - weekly - 2020-07-17,weyland yutani,weekly,2020-07-17,2020-07-15,2020-07-17
604,weyland yutani - weekly - 2020-07-17,weyland yutani,weekly,2020-07-17,2020-07-15,2020-07-17
605,weyland yutani - weekly - 2020-07-17,weyland yutani,weekly,2020-07-17,2020-07-15,2020-07-17
606,weyland yutani - weekly - 2020-07-24,weyland yutani,weekly,2020-07-24,2020-07-22,2020-07-24
607,weyland yutani - weekly - 2020-07-24,weyland yutani,weekly,2020-07-24,2020-07-22,2020-07-24
608,weyland yutani - weekly - 2020-07-24,weyland yutani,weekly,2020-07-24,2020-07-22,2020-07-24
609,weyland yutani - weekly - 2020-07-24,weyland yutani,weekly,2020-07-24,2020-07-22,2020-07-24
610,weyland yutani - weekly - 2020-07-24,weyland yutani,weekly,2020-07-24,2020-07-22,2020-07-24
611,weyland yutani - weekly - 2020-07-24,weyland yutani,weekly,2020-07-24,2020-07-22,2020-07-24
612,weyland yutani - weekly - 2020-07-31,weyland yutani,weekly,2020-07-31,2020-07-29,2020-07-31
613,weyland yutani - weekly - 2020-07-31,weyland yutani,weekly,2020-07-31,2020-07-29,2020-07-31
614,weyland yutani - weekly - 2020-07-31,weyland yutani,weekly,2020-07-31,2020-07-29,2020-07-31
615,weyland yutani - weekly - 2020-07-31,weyland yutani,weekly,2020-07-31,2020-07-29,2020-07-31
616,weyland yutani - weekly - 2020-07-31,weyland yutani,weekly,2020-07-31,2020-07-29,2020-07-31
617,weyland yutani - weekly - 2020-07-31,weyland yutani,weekly,2020-07-31,2020-07-29,2020-07-31
618,weyland yutani - weekly - 2020-08-07,weyland yutani,weekly,2020-08-07,2020-08-05,2020-08-07
619,weyland yutani - weekly - 2020-08-07,weyland yutani,weekly,2020-08-07,2020-08-05,2020-08-07
620,weyland yutani - weekly - 2020-08-07,weyland yutani,weekly,2020-08-07,2020-08-05,2020-08-07
621,weyland yutani - weekly - 2020-08-07,weyland yutani,weekly,2020-08-07,2020-08-05,2020-08-07
622,weyland yutani - weekly - 2020-08-07,weyland yutani,weekly,2020-08-07,2020-08-05,2020-08-07
623,weyland yutani - weekly - 2020-08-07,weyland yutani,weekly,2020-08-07,2020-08-05,2020-08-07
624,weyland yutani - weekly - 2020-08-14,weyland yutani,weekly,2020-08-14,2020-08-12,2020-08-14
625,weyland yutani - weekly - 2020-08-14,weyland yutani,weekly,2020-08-14,2020-08-12,2020-08-14
626,weyland yutani - weekly - 2020-08-14,weyland yutani,weekly,2020-08-14,2020-08-12,2020-08-14
627,weyland yutani - weekly - 2020-08-14,weyland yutani,weekly,2020-08-14,2020-08-12,2020-08-14
628,weyland yutani - weekly - 2020-08-14,weyland yutani,weekly,2020-08-14,2020-08-12,2020-08-14
629,weyland yutani - weekly - 2020-08-14,weyland yutani,weekly,2020-08-14,2020-08-12,2020-08-14
630,weyland yutani - weekly - 2020-08-21,weyland yutani,weekly,2020-08-21,2020-08-19,2020-08-21
631,weyland yutani - weekly - 2020-08-21,weyland yutani,weekly,2020-08-21,2020-08-19,2020-08-21
632,weyland yutani - weekly - 2020-08-21,weyland yutani,weekly,2020-08-21,2020-08-19,2020-08-21
633,weyland yutani - weekly - 2020-08-21,weyland yutani,weekly,2020-08-21,2020-08-19,2020-08-21
634,weyland yutani - weekly - 2020-08-21,weyland yutani,weekly,2020-08-21,2020-08-19,2020-08-21
635,weyland yutani - weekly - 2020-08-21,weyland yutani,weekly,2020-08-21,2020-08-19,2020-08-21
636,weyland yutani - weekly - 2020-08-28,weyland yutani,weekly,2020-08-28,2020-08-26,2020-08-28
637,weyland yutani - weekly - 2020-08-28,weyland yutani,weekly,2020-08-28,2020-08-26,2020-08-28
638,weyland yutani - weekly - 2020-08-28,weyland yutani,weekly,2020-08-28,2020-08-26,2020-08-28
639,weyland yutani - weekly - 2020-08-28,weyland yutani,weekly,2020-08-28,2020-08-26,2020-08-28
640,weyland yutani - weekly - 2020-08-28,weyland yutani,weekly,2020-08-28,2020-08-26,2020-08-28
641,weyland yutani - weekly - 2020-08-28,weyland yutani,weekly,2020-08-28,2020-08-26,2020-08-28
642,weyland yutani - weekly - 2020-09-04,weyland yutani,weekly,2020-09-04,2020-09-02,2020-09-04
643,weyland yutani - weekly - 2020-09-04,weyland yutani,weekly,2020-09-04,2020-09-02,2020-09-04
644,weyland yutani - weekly - 2020-09-04,weyland yutani,weekly,2020-09-04,2020-09-02,2020-09-04
645,weyland yutani - weekly - 2020-09-04,weyland yutani,weekly,2020-09-04,2020-09-02,2020-09-04
646,weyland yutani - weekly - 2020-09-04,weyland yutani,weekly,2020-09-04,2020-09-02,2020-09-04
647,weyland yutani - weekly - 2020-09-04,weyland yutani,weekly,2020-09-04,2020-09-02,2020-09-04
648,weyland yutani - weekly - 2020-09-11,weyland yutani,weekly,2020-09-11,2020-09-09,2020-09-11
649,weyland yutani - weekly - 2020-09-11,weyland yutani,weekly,2020-09-11,2020-09-09,2020-09-11
650,weyland yutani - weekly - 2020-09-11,weyland yutani,weekly,2020-09-11,2020-09-09,2020-09-11
651,weyland yutani - weekly - 2020-09-11,weyland yutani,weekly,2020-09-11,2020-09-09,2020-09-11
652,weyland yutani - weekly - 2020-09-11,weyland yutani,weekly,2020-09-11,2020-09-09,2020-09-11
653,weyland yutani - weekly - 2020-09-11,weyland yutani,weekly,2020-09-11,2020-09-09,2020-09-11
654,weyland yutani - weekly - 2020-09-18,weyland yutani,weekly,2020-09-18,2020-09-16,2020-09-18
655,weyland yutani - weekly - 2020-09-18,weyland yutani,weekly,2020-09-18,2020-09-16,2020-09-18
656,weyland yutani - weekly - 2020-09-18,weyland yutani,weekly,2020-09-18,2020-09-16,2020-09-18
657,weyland yutani - weekly - 2020-09-18,weyland yutani,weekly,2020-09-18,2020-09-16,2020-09-18
658,weyland yutani - weekly - 2020-09-18,weyland yutani,weekly,2020-09-18,2020-09-16,2020-09-18
659,weyland yutani - weekly - 2020-09-18,weyland yutani,weekly,2020-09-18,2020-09-16,2020-09-18
660,weyland yutani - weekly - 2020-09-25,weyland yutani,weekly,2020-09-25,2020-09-23,2020-09-25
661,weyland yutani - weekly - 2020-09-25,weyland yutani,weekly,2020-09-25,2020-09-23,2020-09-25
662,weyland yutani - weekly - 2020-09-25,weyland yutani,weekly,2020-09-25,2020-09-23,2020-09-25
663,weyland yutani - weekly - 2020-09-25,weyland yutani,weekly,2020-09-25,2020-09-23,2020-09-25
664,weyland yutani - weekly - 2020-09-25,weyland yutani,weekly,2020-09-25,2020-09-23,2020-09-25
665,weyland yutani - weekly - 2020-09-25,weyland yutani,weekly,2020-09-25,2020-09-23,2020-09-25
666,weyland yutani - weekly - 2020-10-02,weyland yutani,weekly,2020-10-02,2020-09-30,2020-10-02
667,weyland yutani - weekly - 2020-10-02,weyland yutani,weekly,2020-10-02,2020-09-30,2020-10-02
668,weyland yutani - weekly - 2020-10-02,weyland yutani,weekly,2020-10-02,2020-09-30,2020-10-02
669,weyland yutani - weekly - 2020-10-02,weyland yutani,weekly,2020-10-02,2020-09-30,2020-10-02
670,weyland yutani - weekly - 2020-10-02,weyland yutani,weekly,2020-10-02,2020-09-30,2020-10-02
671,weyland yutani - weekly - 2020-10-02,weyland yutani,weekly,2020-10-02,2020-09-30,2020-10-02
672,evil corp - monthly - 2019-10-09,evil corp,monthly,2019-10-07,2019-10-02,2019-10-09
673,evil corp - monthly - 2019-11-08,evil corp,monthly,2019-11-07,2019-11-01,2019-11-08
674,evil corp - monthly - 2019-12-09,evil corp,monthly,2019-12-06,2019-12-02,2019-12-09
675,evil corp - monthly - 2020-01-09,evil corp,monthly,2020-01-07,2020-01-02,2020-01-09
676,evil corp - monthly - 2020-02-07,evil corp,monthly,2020-02-07,2020-01-31,2020-02-07
677,evil corp - monthly - 2020-03-09,evil corp,monthly,2020-03-06,2020-01-31,2020-03-09
678,evil corp - monthly - 2020-04-09,evil corp,monthly,2020-04-07,2020-01-31,2020-04-09
679,evil corp - monthly - 2020-05-08,evil corp,monthly,2020-05-07,2020-01-31,2020-05-08
680,evil corp - monthly - 2020-06-09,evil corp,monthly,2020-06-05,2020-01-31,2020-06-09
681,evil corp - monthly - 2020-07-09,evil corp,monthly,2020-07-07,2020-01-31,2020-07-09
682,evil corp - monthly - 2020-08-07,evil corp,monthly,2020-08-07,2020-01-31,2020-08-07
683,evil corp - monthly - 2020-09-09,evil corp,monthly,2020-09-07,2020-01-31,2020-09-09
684,agent inc - quarterly - 2019-12-31,agent inc,quarterly,2019-12-31,2019-12-20,2019-12-31
685,agent inc - quarterly - 2020-03-31,agent inc,quarterly,2020-03-31,2020-03-20,2020-03-31
686,agent inc - quarterly - 2020-06-30,agent inc,quarterly,2020-06-30,2020-06-19,2020-06-30
687,agent inc - quarterly - 2020-09-30,agent inc,quarterly,2020-09-30,2020-09-18,2020-09-30
688,wayne enterprises - quarterly-after - 2019-01-04,wayne enterprises,quarterly-after,2019-01-15,2019-01-01,2019-01-04
689,wayne enterprises - quarterly-after - 2019-04-04,wayne enterprises,quarterly-after,2019-04-15,2019-04-01,2019-04-04
690,wayne enterprises - quarterly-after - 2019-07-04,wayne enterprises,quarterly-after,2019-07-15,2019-07-01,2019-07-04
691,wayne enterprises - quarterly-after - 2019-10-04,wayne enterprises,quarterly-after,2019-10-15,2019-10-01,2019-10-04
692,stark technologies - quarterly - 2019-12-27,stark technologies,quarterly,2019-12-25,2019-12-13,2019-12-27
693,stark technologies - quarterly - 2020-03-27,stark technologies,quarterly,2020-03-25,2020-03-13,2020-03-27
694,stark technologies - quarterly - 2020-06-26,stark technologies,quarterly,2020-06-25,2020-06-12,2020-06-26
695,stark technologies - quarterly - 2020-09-25,stark technologies,quarterly,2020-09-25,2020-09-11,2020-09-25
